Wall time,Step,Value
1512654675.9943802,564,9.374357223510742
1512654733.8000817,570,9.017215728759766
1512654772.3789008,574,11.122564315795898
1512654829.7283373,580,8.403535842895508
1512654848.7612493,582,9.646227836608887
1512654858.238944,583,9.911160469055176
1512654877.178539,585,9.90269660949707
1512654897.6459923,587,9.208837509155273
1512654907.3754578,588,9.313177108764648
1512654954.9890356,593,8.692429542541504
1512654964.3491006,594,8.78805923461914
1512655052.130271,603,8.980974197387695
1512655108.8584952,609,7.494669437408447
1512655127.9667916,611,8.681228637695312
1512655176.1880338,616,8.704890251159668
1512655224.9001966,621,7.839808464050293
1512655244.2526715,623,7.583967685699463
1512655360.9264565,635,7.684333801269531
1512655427.36561,642,7.2981109619140625
1512655436.7367136,643,7.463858127593994
1512655456.2118711,645,8.244903564453125
1512655475.1232374,647,8.591809272766113
1512655484.8898406,648,8.107704162597656
1512655503.7593648,650,7.1815996170043945
1512655619.2420475,662,7.4232072830200195
1512655648.0532017,665,8.3687744140625
1512655686.136766,669,7.630383491516113
1512655714.839185,672,6.910391330718994
1512655743.413514,675,6.841555595397949
1512655781.2430444,679,6.21424674987793
1512655790.714088,680,6.304116249084473
1512655830.252133,684,6.285070896148682
1512655877.879766,689,6.024682521820068
1512655887.3139699,690,5.602082252502441
1512655983.0006306,700,5.338109493255615
1512656023.7405179,704,7.7497239112854
1512656052.527707,707,9.1253080368042
1512656128.91971,715,7.786313056945801
1512656169.886312,719,7.3811936378479
1512656198.4963534,722,6.383066177368164
1512656208.0896003,723,6.768877983093262
1512656217.7513301,724,7.290569305419922
1512656284.766082,731,5.6439595222473145
1512656342.178179,737,7.36224365234375
1512656361.0515313,739,6.799716949462891
1512656370.547726,740,6.254073619842529
1512656409.296179,744,6.013978004455566
1512656447.4496953,748,7.328770637512207
1512656476.7822185,751,6.243968963623047
1512656486.1252918,752,5.457878589630127
1512656495.5695775,753,5.339734077453613
1512656534.8556483,757,6.062859535217285
1512656621.7489855,766,4.999289512634277
1512656661.0468292,770,5.837705135345459
1512656670.4022086,771,6.300406455993652
1512656681.3145208,772,6.926766872406006
1512656700.5397475,774,5.430110931396484
1512656710.1936357,775,4.931929588317871
1512656768.1622443,781,5.213386535644531
1512656807.596355,785,6.07733154296875
1512656816.9928744,786,5.870795249938965
1512656835.8833408,788,5.158182144165039
1512656855.5070179,790,5.044756889343262
1512656883.922922,793,6.057104587554932
1512656893.2858677,794,6.390425682067871
1512656902.6397169,795,6.219008445739746
1512656912.2309537,796,6.647988796234131
1512656941.3360577,799,5.26632833480835
1512656982.298719,803,5.46732234954834
1512657030.2478044,808,4.343626976013184
1512657039.7600749,809,4.413110256195068
1512657049.6650271,810,4.487147331237793
1512657108.5072038,816,4.554903984069824
1512657272.5775743,833,5.212916374206543
1512657311.5550032,837,4.892035484313965
1512657330.426279,839,4.243529319763184
1512657379.7031844,844,5.397324562072754
1512657611.5763292,868,4.884456157684326
1512657630.4784808,870,4.230478763580322
1512657679.1036682,875,4.682065010070801
1512657698.8318367,877,4.8812255859375
1512657738.82885,881,4.410085201263428
1512657758.7260678,883,4.549607276916504
1512657835.6033096,891,4.384461402893066
1512657892.9752877,897,3.9268646240234375
1512657933.7732165,901,4.4618916511535645
1512658001.2672553,908,4.224926948547363
1512658020.511938,910,4.609979629516602
1512658079.2353997,916,3.924858808517456
1512658098.7504406,918,4.504745006561279
1512658127.22621,921,4.8876953125
1512658136.9376638,922,4.646583557128906
1512658156.1580966,924,3.986130475997925
1512658231.9314911,932,4.250580787658691
1512658241.3459718,933,4.0139641761779785
1512658271.0358841,936,3.538499355316162
1512658337.1950839,943,4.708074569702148
1512658366.5237143,946,3.413506031036377
1512658451.8426428,955,4.2801384925842285
1512658490.1587243,959,2.9021496772766113
1512658518.4833617,962,4.3810577392578125
1512658527.9003522,963,4.866281986236572
1512658614.0869348,972,3.677865982055664
1512658623.5549514,973,3.672110080718994
1512658662.9154766,977,3.206538438796997
1512658672.4244509,978,3.292393207550049
1512658682.0080018,979,3.345547914505005
1512658691.4631953,980,3.3982481956481934
1512658729.460756,984,3.2665812969207764
1512658739.1289177,985,2.9391894340515137
1512658768.0975199,988,3.5206427574157715
1512658777.7899551,989,3.900463819503784
1512658854.4092636,997,3.585871934890747
1512658895.6736932,1001,3.9500625133514404
1512658914.667586,1003,3.4778289794921875
1512658933.7930012,1005,3.291059970855713
1512658943.182179,1006,3.2969157695770264
1512659030.8704274,1015,3.392216444015503
1512659059.3595147,1018,3.137176752090454
1512659135.720957,1026,2.7949414253234863
1512659154.627853,1028,2.922072410583496
1512659193.4739377,1032,3.4589486122131348
1512659203.0278766,1033,3.3664848804473877
1512659251.484347,1038,3.7120354175567627
1512659321.4614656,1045,3.634531021118164
1512659426.9197888,1056,3.764003038406372
1512659446.116757,1058,3.567410707473755
1512659503.6766663,1064,2.720299243927002
1512659532.635115,1067,4.2119598388671875
1512659551.511881,1069,3.6971099376678467
1512659589.8598042,1073,2.6169910430908203
1512659629.979406,1077,4.033843040466309
1512659648.8906815,1079,3.6758816242218018
1512659696.3102274,1084,2.2690486907958984
1512659706.0296652,1085,2.623643398284912
1512659715.5836515,1086,2.797734498977661
1512659792.8936508,1094,2.5942673683166504
1512659850.5890284,1100,4.034305095672607
1512659891.7133408,1104,2.861398935317993
1512659901.438853,1105,2.5628185272216797
1512659911.1395657,1106,2.485657215118408
1512659997.3376415,1115,2.849918842315674
1512660045.8484983,1120,2.6420741081237793
1512660179.667104,1134,3.1015427112579346
1512660198.381071,1136,3.4563140869140625
1512660391.0887332,1156,2.633997678756714
1512660400.5562818,1157,2.549571990966797
1512660438.7946157,1161,2.1164183616638184
1512660448.4023607,1162,2.486083984375
1512660458.1893978,1163,2.586742639541626
1512660631.9466147,1181,2.683110237121582
1512660679.8149784,1186,3.1324667930603027
1512660745.8033829,1193,2.509492874145508
1512660755.338895,1194,2.5888915061950684
1512660813.056868,1200,2.11698842048645
1512660834.7866874,1202,2.094404935836792
1512660883.918005,1207,2.446627378463745
1512660904.2572076,1209,2.0744760036468506
1512660923.1582499,1211,1.8262042999267578
1512660961.0733035,1215,1.939103364944458
1512661133.0324678,1233,2.1212353706359863
1512661152.6235993,1235,1.8199958801269531
1512661172.6031945,1237,1.6746845245361328
1512661250.012448,1245,1.9758713245391846
1512661278.7804315,1248,2.039506196975708
1512661354.1891458,1256,1.6891212463378906
1512661382.666053,1259,1.9926655292510986
1512661411.8264139,1262,2.0872867107391357
1512661537.134226,1275,2.0615832805633545
1512661604.6264596,1282,1.8514316082000732
1512661661.7298567,1288,1.5430561304092407
1512661700.1384604,1292,2.155988931655884
1512661719.3125203,1294,2.1176369190216064
1512661728.8591547,1295,2.034198522567749
1512661790.2973192,1301,1.7802116870880127
1512661886.383373,1311,1.7884546518325806
1512661934.3629534,1316,1.558459997177124
1512661944.2516594,1317,1.8314247131347656
1512661973.030204,1320,1.585293173789978
1512662030.309713,1326,1.4622822999954224
1512662049.4641974,1328,1.5095255374908447
1512662078.2310517,1331,1.8078864812850952
1512662106.887159,1334,1.517090082168579
1512662136.8729217,1337,1.671161413192749
1512662146.334268,1338,1.8862556219100952
1512662317.7674809,1356,1.567671298980713
1512662462.350942,1371,1.9385038614273071
1512662605.6748133,1386,1.2650197744369507
1512662634.0250409,1389,1.417598009109497
1512662643.490871,1390,1.707566261291504
1512662662.5889482,1392,1.7855308055877686
1512662673.047083,1393,1.7431745529174805
1512662878.3127208,1414,1.421892762184143
1512662887.6762903,1415,1.4730830192565918
1512662936.17171,1420,2.326533317565918
1512662964.7574656,1423,1.7219969034194946
1512663002.5576649,1427,1.3806482553482056
1512663022.0564833,1429,1.7083046436309814
1512663061.4276783,1433,2.146531581878662
1512663099.6739163,1437,1.470158576965332
1512663138.3006275,1441,1.7099781036376953
1512663378.654332,1466,2.210587978363037
1512663388.6389384,1467,1.8687738180160522
1512663494.9675317,1478,1.003161072731018
1512663570.8598187,1486,2.475430488586426
1512663580.1629858,1487,2.0364761352539062
1512663608.6238577,1490,1.2942253351211548
1512663628.2889464,1492,1.643633246421814
1512663637.878936,1493,1.7369331121444702
1512663728.17494,1502,1.6382668018341064
1512663795.0405617,1509,1.846178412437439
1512663939.8970115,1524,1.5199073553085327
1512663949.4680903,1525,1.2952487468719482
1512663979.015159,1528,1.5892263650894165
1512664047.412666,1535,1.3106253147125244
1512664163.5604076,1547,1.180655598640442
1512664212.1245294,1552,1.3969708681106567
1512664221.659056,1553,1.4697147607803345
1512664240.6098592,1555,1.678558349609375
1512664307.5112913,1562,1.3285748958587646
1512664375.813708,1569,1.8008556365966797
1512664385.9194355,1570,1.8082771301269531
1512664471.9478438,1579,1.1605966091156006
1512664511.067888,1583,1.501489281654358
1512664530.117087,1585,1.567334532737732
1512664568.3633652,1589,1.6736561059951782
1512664656.2789156,1598,1.6482532024383545
1512664726.594705,1605,1.9533970355987549
1512664736.4235592,1606,1.8288376331329346
1512664784.5263772,1611,1.172033667564392
1512664861.5865688,1619,1.1320774555206299
1512664951.0555289,1628,1.4500420093536377
1512664960.6255,1629,1.4254916906356812
1512664999.5589771,1633,1.113464117050171
1512665047.2602513,1638,1.596531629562378
1512665076.8167164,1641,1.2892279624938965
1512665095.7428527,1643,1.224489450454712
1512665124.707854,1646,1.2041728496551514
1512665153.2610052,1649,1.1613047122955322
1512665191.4486816,1653,1.3292344808578491
1512665269.7918441,1661,1.1914031505584717
1512665347.1791883,1669,1.3382536172866821
1512665384.9802513,1673,0.9044987559318542
1512665414.301269,1676,0.8649389147758484
1512665424.0273762,1677,1.085050344467163
1512665482.5481613,1683,1.0772359371185303
1512665492.6219285,1684,1.0809751749038696
1512665569.3944855,1692,1.1529814004898071
1512665608.8514214,1696,1.304420828819275
1512665618.3228388,1697,0.9987448453903198
1512665628.1786363,1698,1.1500111818313599
1512665647.5870013,1700,0.7938758134841919
1512665679.4262538,1703,0.9237500429153442
1512665747.3721893,1710,1.2817462682724
1512665756.959451,1711,1.3283355236053467
1512665834.8323174,1719,0.5717501044273376
1512665844.268349,1720,0.5974699854850769
1512665931.2466035,1729,1.119822382926941
1512665969.2163706,1733,0.8850060701370239
1512665988.6208503,1735,0.9398771524429321
1512665998.0464218,1736,1.0113718509674072
1512666017.1069925,1738,1.2495914697647095
1512666066.5315,1743,0.7594601511955261
1512666076.2701006,1744,0.682756245136261
1512666095.6968973,1746,0.976910412311554
1512666105.2732334,1747,1.0036871433258057
1512666114.8902438,1748,0.9649277925491333
1512666162.6488266,1753,1.017829179763794
1512666298.6281278,1767,0.9448126554489136
1512666385.6458285,1776,0.9017632603645325
1512666442.5653238,1782,1.312133550643921
1512666509.7198946,1789,1.0013017654418945
1512666519.5906463,1790,0.9505741000175476
1512666607.7120368,1799,1.1781980991363525
1512666680.4537623,1806,1.0404388904571533
1512666766.3952997,1815,1.5054805278778076
1512666795.322855,1818,0.8390775918960571
1512666865.8499315,1825,1.1585689783096313
1512666884.9236267,1827,0.9292246699333191
1512666922.6264944,1831,0.8743860125541687
1512667019.0386891,1841,0.9509109258651733
1512667028.556703,1842,0.8934327960014343
1512667057.280578,1845,1.2135205268859863
1512667105.5142455,1850,1.114392876625061
1512667143.851397,1854,1.222312331199646
1512667268.2673404,1867,0.6418727040290833
1512667287.2755868,1869,0.9363347887992859
1512667296.8489394,1870,0.9470824003219604
1512667354.413859,1876,0.7959580421447754
1512667364.1248527,1877,0.7725281119346619
1512667373.6830916,1878,0.8267343640327454
1512667392.7067804,1880,0.925030529499054
1512667529.7109764,1894,1.2025781869888306
1512667706.3805747,1912,0.7177461385726929
1512667763.9792085,1918,0.8981989622116089
1512667832.4182281,1925,0.7279386520385742
1512667889.557376,1931,1.1744983196258545
1512667928.2102985,1935,0.9820756912231445
1512667947.4731042,1937,0.7611945271492004
1512667967.0260231,1939,0.8458440899848938
1512668023.9239075,1945,0.887912929058075
1512668052.8743954,1948,0.9533270001411438
1512668071.9041133,1950,1.0989782810211182
1512668101.6775079,1953,1.2530581951141357
1512668131.380082,1956,0.7211989164352417
1512668160.8760207,1959,1.0079669952392578
1512668246.9725301,1968,0.9970921277999878
1512668266.0856106,1970,0.7885459661483765
1512668380.408618,1982,0.5482262969017029
1512668389.966825,1983,0.6918603777885437
1512668400.0392196,1984,0.8569384813308716
1512668535.6550784,1998,0.8663733601570129
1512668577.459592,2002,1.0278760194778442
1512668615.5837247,2006,0.7869948148727417
1512668654.1227221,2010,0.9930218458175659
1512668663.5628967,2011,0.9203432202339172
1512668693.307696,2014,0.7074899673461914
1512668712.680832,2016,0.7531100511550903
1512668732.8994565,2018,0.9116589426994324
1512668810.2435334,2026,0.8902746438980103
1512668829.6938772,2028,0.990105926990509
1512668858.5849838,2031,1.0625927448272705
1512668887.8547702,2034,1.1661280393600464
1512668915.8793936,2037,1.159044623374939
1512668935.5529017,2039,0.7337940335273743
1512668964.1146553,2042,0.914685845375061
1512668993.8401442,2045,1.0336779356002808
1512669148.6353898,2061,0.8804662823677063
1512669214.664226,2068,0.9549468159675598
1512669263.12236,2073,0.9780808687210083
1512669272.9037182,2074,0.8532781600952148
1512669282.6813307,2075,0.9545047879219055
1512669302.5951455,2077,1.01518976688385
1512669312.3395762,2078,0.9085882306098938
1512669331.4438758,2080,0.5714532136917114
1512669351.510687,2082,0.6431633830070496
1512669390.6835487,2086,1.256174087524414
1512669428.3806217,2090,0.7751645445823669
1512669475.7603045,2095,0.47175389528274536
1512669494.9051704,2097,0.44732338190078735
1512669565.718224,2104,0.8051443099975586
1512669584.8617754,2106,0.5314109325408936
1512669594.6159475,2107,0.6193726062774658
1512669642.5349627,2112,0.9278373718261719
1512669681.811013,2116,1.005698561668396
1512669728.9946682,2121,0.6476098299026489
1512669747.8307397,2123,0.9844636917114258
1512669757.2018714,2124,1.2276281118392944
1512669853.6334789,2134,0.5018145442008972
1512669862.929706,2135,0.7593868970870972
1512669901.9619875,2139,0.8180885314941406
1512669930.768962,2142,1.0155106782913208
1512669960.593515,2145,0.680860161781311
1512669970.1051095,2146,0.6803885698318481
1512670000.81162,2149,0.5534696578979492
1512670010.4098384,2150,0.5240060687065125
1512670029.4126537,2152,0.9737173318862915
1512670077.8259616,2157,0.7194099426269531
1512670087.3244557,2158,0.5901014804840088
1512670154.7317314,2165,1.0109241008758545
1512670164.1513784,2166,1.1752185821533203
1512670202.0106103,2170,0.6562222838401794
1512670221.2181604,2172,0.751356303691864
1512670240.2808917,2174,0.5779117345809937
1512670278.5977614,2178,0.7185986042022705
1512670375.6445882,2188,0.5048267245292664
1512670394.8176484,2190,0.5280684232711792
1512670414.016784,2192,0.48585110902786255
1512670423.4712641,2193,0.7831391096115112
1512670461.8907602,2197,0.8990617990493774
1512670491.3295925,2200,0.5656560659408569
1512670572.642125,2208,0.6506346464157104
1512670611.4141471,2212,0.7411168217658997
1512670746.716159,2226,0.8254162073135376
1512670784.7145934,2230,0.6909344792366028
1512670803.7045832,2232,0.5676864981651306
1512670851.667759,2237,0.4980654716491699
1512670861.3117137,2238,0.3889843225479126
1512670880.3570435,2240,0.9237736463546753
1512670899.18027,2242,0.9314438700675964
1512670908.5435383,2243,0.7042418718338013
1512670928.4195578,2245,0.6337552070617676
1512670948.936813,2247,1.1308531761169434
1512670958.3006525,2248,1.0019476413726807
1512671026.1064234,2255,0.6369112730026245
1512671055.1469731,2258,0.7501024007797241
1512671103.769535,2263,0.9033862352371216
1512671218.5055764,2275,0.8662373423576355
1512671257.8023772,2279,0.5253411531448364
1512671287.1208332,2282,0.8981907963752747
1512671384.4709315,2292,0.7995002865791321
1512671442.6710746,2298,0.8557024002075195
1512671452.436475,2299,0.8101915121078491
1512671476.1157863,2301,0.6721466779708862
1512671504.5653362,2304,0.4488752782344818
1512671533.3509285,2307,0.70782470703125
1512671542.8836591,2308,0.8782685995101929
1512671552.341023,2309,0.940443217754364
1512671648.6463246,2319,0.6614368557929993
1512671657.9598305,2320,0.6401464343070984
1512671667.5600724,2321,0.9590663909912109
1512671686.4210167,2323,0.7479534149169922
1512671801.7140908,2335,0.5970999598503113
1512671811.2771175,2336,0.48464784026145935
1512671821.2334661,2337,0.4952043890953064
1512671831.9821682,2338,0.5881966352462769
1512671910.1436815,2346,0.8402878046035767
1512671997.7533615,2355,0.7951823472976685
1512672160.651127,2372,0.6706063151359558
1512672295.0575154,2386,0.6578878164291382
1512672333.3779671,2390,0.5382211804389954
1512672342.7557273,2391,0.5645793676376343
1512672362.0363517,2393,0.5566465854644775
1512672443.0737212,2401,0.571212649345398
1512672461.797483,2403,0.7006495594978333
1512672500.6304932,2407,0.4493836462497711
1512672597.0663054,2417,0.4409930109977722
1512672674.271984,2425,0.6541398763656616
1512672683.7052393,2426,0.5779872536659241
1512672789.22619,2437,0.7367587089538574
1512672866.5563614,2445,0.4813627302646637
1512672923.5567174,2451,0.5145554542541504
1512672933.261532,2452,0.543374240398407
1512672952.1430085,2454,0.4244406223297119
1512672971.1889842,2456,0.5399261116981506
1512673019.167826,2461,0.5333722233772278
1512673203.099718,2480,0.32824015617370605
1512673260.3005567,2486,0.6207391619682312
1512673269.8567808,2487,0.5222309231758118
1512673366.2072144,2497,0.40528902411460876
1512673385.9337385,2499,0.5543617010116577
1512673419.29551,2502,0.623031735420227
1512673429.3314433,2503,0.48274141550064087
1512673438.9085364,2504,0.3821263909339905
1512673535.8259394,2514,0.320902943611145
1512673545.169232,2515,0.28937068581581116
1512673573.837341,2518,0.4024737477302551
1512673631.2870932,2524,0.7018489837646484
1512673678.8806205,2529,0.352049857378006
1512673697.839893,2531,0.6319167017936707
1512673716.903389,2533,0.7934645414352417
1512673735.9142237,2535,0.6321633458137512
1512673823.4182286,2544,0.701093316078186
1512673861.8148572,2548,0.31433409452438354
1512673899.9183,2552,0.7337325811386108
1512673918.9446223,2554,0.6485388875007629
1512673948.0398223,2557,0.7079296112060547
1512674034.681818,2566,0.7476336359977722
1512674044.4762743,2567,0.6066056489944458
1512674082.3735492,2571,0.382519006729126
1512674140.486297,2577,0.38456225395202637
1512674159.799265,2579,0.42593154311180115
1512674274.2081404,2591,0.6662681698799133
1512674283.782127,2592,0.6759164929389954
1512674293.2065487,2593,0.5166295170783997
1512674302.5368397,2594,0.4053373336791992
1512674331.200587,2597,0.4583938717842102
1512674374.08396,2601,0.19661298394203186
1512674432.581164,2607,0.5167807340621948
1512674443.2460456,2608,0.44413718581199646
1512674471.930754,2611,0.421328067779541
1512674549.634639,2619,0.6866482496261597
1512674598.36578,2624,0.5987551808357239
1512674626.6299295,2627,0.4306822717189789
1512674656.0664043,2630,0.3380606770515442
1512674665.660564,2631,0.39010554552078247
1512674724.5917974,2637,0.7060555219650269
1512674744.0177243,2639,0.5406396985054016
1512674802.0011878,2645,0.4242366850376129
1512674830.9236166,2648,0.1555207520723343
1512674860.1858644,2651,0.3727409541606903
1512674869.5802262,2652,0.666217029094696
1512674908.0962975,2656,0.3977418839931488
1512675093.049346,2675,0.48867863416671753
1512675131.514285,2679,0.3635929524898529
1512675150.3777757,2681,0.2894725203514099
1512675198.378179,2686,0.33454155921936035
1512675246.0361047,2691,0.7488662600517273
1512675376.3874936,2704,0.5315165519714355
1512675415.6349187,2708,0.5362021327018738
1512675444.6116624,2711,0.5303272008895874
1512675589.61556,2726,0.35891175270080566
1512675696.412739,2737,0.24067416787147522
1512675706.363268,2738,0.4785679876804352
1512675734.7329915,2741,0.6333915591239929
1512675791.351811,2747,0.6925681829452515
1512675858.1600902,2754,0.4481565058231354
1512675867.5044858,2755,0.47434139251708984
1512675876.9414935,2756,0.38794979453086853
1512675886.4728458,2757,0.299763947725296
1512675896.2162447,2758,0.33355045318603516
1512675906.1437218,2759,0.4378998279571533
1512675984.1077392,2767,0.31887421011924744
1512676203.1722531,2790,0.2970702052116394
1512676212.5459309,2791,0.40583792328834534
1512676222.0517135,2792,0.476125568151474
1512676288.952117,2799,0.312816321849823
1512676399.132253,2810,0.5885183215141296
1512676418.1268363,2812,0.5551853775978088
1512676533.552094,2824,0.6388922929763794
1512676542.9290435,2825,0.6091747283935547
1512676571.9814746,2828,0.24851660430431366
1512676591.1879008,2830,0.32237911224365234
1512676600.7526739,2831,0.38391104340553284
1512676621.6286333,2833,0.3121965229511261
1512676803.3456035,2852,0.21221449971199036
1512676851.0236938,2857,0.8509155511856079
1512676879.7244208,2860,0.42088204622268677
1512676908.1520007,2863,0.15229876339435577
1512676995.9279795,2872,0.42754000425338745
1512677005.1866705,2873,0.3737090229988098
1512677062.7697024,2879,0.33910852670669556
1512677081.5732381,2881,0.3078480660915375
1512677091.308212,2882,0.1851564347743988
1512677148.3353052,2888,0.43684735894203186
1512677177.30339,2891,0.24212221801280975
1512677186.8260622,2892,0.31699854135513306
1512677234.1528368,2897,0.46880847215652466
1512677254.1261678,2899,0.43668413162231445
1512677278.4343245,2901,0.2277425229549408
1512677307.6104796,2904,0.20870211720466614
1512677393.6437168,2913,0.24745137989521027
1512677441.0915847,2918,0.1930181235074997
1512677460.4519868,2920,0.29054173827171326
1512677470.1645381,2921,0.3502970039844513
1512677479.661997,2922,0.3780710697174072
1512677585.743313,2933,0.206180602312088
1512677682.5896366,2943,0.3042020797729492
1512677759.190166,2951,0.38495245575904846
1512677923.2889264,2968,0.15737569332122803
1512677989.9404488,2975,0.4708316922187805
1512677999.3730042,2976,0.38965266942977905
1512678027.862097,2979,0.23207378387451172
1512678123.2245605,2989,0.3520509600639343
1512678181.9036465,2995,0.4550793766975403
1512678219.9597278,2999,0.1559739112854004
1512678272.7679617,3004,0.30821505188941956
1512678291.8310466,3006,0.26265019178390503
1512678311.311979,3008,0.5656301379203796
1512678330.110982,3010,0.6463931202888489
1512678349.2041192,3012,0.4318157136440277
1512678387.8939445,3016,0.31042200326919556
1512678397.2056997,3017,0.25662121176719666
1512678425.9731026,3020,0.36005887389183044
1512678483.8465114,3026,0.26849523186683655
1512678504.515082,3028,0.3300233781337738
1512678533.759916,3031,0.4387635588645935
1512678610.5347266,3039,0.4635811448097229
1512678630.020033,3041,0.5431734323501587
1512678639.6502388,3042,0.505560040473938
1512678649.4599369,3043,0.3303930163383484
1512678725.9538465,3051,0.19670994579792023
1512678871.0827818,3066,0.29428449273109436
1512678890.4021573,3068,0.39394238591194153
1512678909.8329887,3070,0.31446170806884766
1512678928.646271,3072,0.364488422870636
1512678948.265522,3074,0.4244278073310852
1512679034.2492576,3083,0.2893008589744568
1512679072.6179886,3087,0.16807134449481964
1512679199.6031873,3100,0.21651411056518555
1512679243.509973,3104,0.3467976450920105
1512679429.1470175,3123,0.45807570219039917
1512679573.1676073,3138,0.2861922085285187
1512679582.495077,3139,0.3650500774383545
1512679640.314328,3145,0.299957275390625
1512679649.6647477,3146,0.26401984691619873
1512679668.4150212,3148,0.3267122209072113
1512679697.054667,3151,0.20761437714099884
1512679745.3192565,3156,0.3159363865852356
1512679774.9178045,3159,0.32966703176498413
1512679784.501363,3160,0.4293648600578308
1512679803.3839817,3162,0.24972936511039734
1512679957.6984527,3178,0.29114651679992676
1512680025.294963,3185,0.4197200834751129
1512680063.7010047,3189,0.3236170709133148
1512680131.3771293,3196,0.5728480219841003
1512680140.718935,3197,0.5095879435539246
1512680212.3978624,3204,0.5113410353660583
1512680240.8425443,3207,0.28990814089775085
1512680472.99323,3231,0.25799793004989624
1512680501.7063577,3234,0.5580878257751465
1512680568.0558317,3241,0.45564478635787964
1512680596.9634004,3244,0.19819006323814392
1512680606.3281279,3245,0.1713462769985199
1512680625.4282968,3247,0.47935739159584045
1512680634.8291476,3248,0.5482012629508972
1512680702.0781631,3255,0.2723020017147064
1512680722.2752948,3257,0.14921963214874268
1512680826.0914764,3268,0.2714497447013855
1512680874.7655923,3273,0.23754265904426575
1512680961.6149411,3282,0.32041725516319275
1512680980.8523757,3284,0.5561398267745972
1512681000.2170224,3286,0.39597684144973755
1512681039.012348,3290,0.2348005324602127
1512681068.5025454,3293,0.3456365764141083
1512681198.3977966,3306,0.32117870450019836
1512681207.9812028,3307,0.26827698945999146
1512681217.6334949,3308,0.2734107971191406
1512681276.4024992,3314,0.2823977470397949
1512681354.0590665,3322,0.290635883808136
1512681411.737376,3328,0.25023528933525085
1512681421.4548395,3329,0.2956288754940033
1512681431.0714967,3330,0.22287686169147491
1512681470.070572,3334,0.3922139108181
1512681522.1960268,3339,0.3260076642036438
1512681591.0033195,3346,0.37703269720077515
1512681669.600285,3354,0.41738563776016235
1512681708.2784097,3358,0.3362383246421814
